account_id,is_written_off,is_unlocked,amount_paid,price_unlock,pct_paid
182,False,False,8490,9200,92.0
183,False,False,9036,9200,98.0
184,False,False,13173,15000,88.0
185,False,False,13773,15000,92.0
186,False,True,15000,15000,100.0
187,False,True,15000,15000,100.0
188,False,True,15000,15000,100.0
189,False,True,15000,15000,100.0
190,False,True,15000,15000,100.0
191,False,False,14218,15000,95.0
192,False,False,13298,15000,89.0
193,False,True,15000,15000,100.0
194,False,False,14554,15000,97.0
195,False,False,6091,6000,102.0
196,False,False,5615,6000,94.0
197,False,True,6000,6000,100.0
198,False,True,6000,6000,100.0
199,False,False,5766,6000,96.0
200,False,False,4223,6000,70.0
201,False,False,1600,6000,27.0
202,False,False,5949,6000,99.0
203,False,False,4788,6000,80.0
204,False,True,5985,6000,100.0
205,False,False,2016,6000,34.0
206,False,True,6600,6600,100.0
207,False,False,3296,6600,50.0
208,False,False,6231,6600,94.0
209,False,False,6604,6600,100.0
210,False,False,6298,6600,95.0
211,False,True,6552,6600,99.0
212,False,True,6600,6600,100.0
213,False,False,6360,6600,96.0
214,False,False,6064,6600,92.0
215,False,True,6600,6600,100.0
216,False,False,6344,6600,96.0
217,False,False,3559,6600,54.0
218,False,False,6114,6600,93.0
219,False,False,6292,6600,95.0
220,False,False,3220,6600,49.0
221,False,True,6600,6600,100.0
222,False,False,6485,6600,98.0
223,False,False,6419,6600,97.0
224,False,False,6117,6600,93.0
225,True,False,2900,6600,44.0
226,False,True,6302,6600,95.0
227,False,False,5512,6100,90.0
228,False,True,6100,6100,100.0
229,False,False,5528,6100,91.0
230,False,False,5832,6100,96.0
231,False,True,6100,6100,100.0
232,False,False,6032,6100,99.0
233,False,True,6100,6100,100.0
234,False,True,6100,6100,100.0
235,False,True,6073,6100,100.0
236,False,False,6090,6100,100.0
237,False,True,6100,6100,100.0
238,False,True,6100,6100,100.0
239,False,False,5732,6100,94.0
240,False,False,5756,6100,94.0
241,False,True,6010,6100,99.0
242,False,False,5455,6100,89.0
243,False,False,5628,6100,92.0
244,False,False,5490,6100,90.0
245,False,False,5040,6100,83.0
246,False,False,2990,6100,49.0
247,False,False,5815,6100,95.0
248,False,False,1641,5600,29.0
249,False,True,5600,5600,100.0
250,False,False,2755,5600,49.0
251,False,False,4784,5600,85.0
252,False,False,5490,5600,98.0
253,False,False,4573,5600,82.0
254,False,False,4408,5600,79.0
255,False,True,5600,5600,100.0
256,False,False,1300,5600,23.0
257,False,False,5308,5600,95.0
258,False,False,5497,5600,98.0
259,False,True,5600,5600,100.0
260,False,True,5600,5600,100.0
261,False,False,5176,5600,92.0
262,False,True,5600,5600,100.0
263,False,True,5600,5600,100.0
264,False,False,5287,5600,94.0
265,False,False,5822,5600,104.0
266,False,False,1859,5600,33.0
267,False,True,5600,5600,100.0
268,False,False,1608,5600,29.0
269,False,True,5400,5400,100.0
270,False,False,4827,5400,89.0
271,False,False,4683,5400,87.0
272,False,False,1732,5400,32.0
273,False,True,5400,5400,100.0
274,False,True,5400,5400,100.0
275,False,True,5400,5400,100.0
276,False,True,5175,5400,96.0
277,False,False,4910,5400,91.0
278,False,False,4252,5400,79.0
279,False,False,4714,5400,87.0
280,False,True,5400,5400,100.0
281,False,True,5400,5400,100.0
282,False,False,4038,5400,75.0
283,False,True,5168,5400,96.0
284,False,False,4667,5400,86.0
285,False,False,4418,5400,82.0
286,False,False,5300,5400,98.0
287,False,True,5400,5400,100.0
288,False,False,4879,5400,90.0
289,False,False,4851,5400,90.0
290,False,True,5600,5600,100.0
291,False,True,5540,5600,99.0
292,False,False,2000,5600,36.0
293,False,False,4954,5600,88.0
294,False,True,5600,5600,100.0
295,False,False,2804,5600,50.0
296,False,False,5507,5600,98.0
297,False,False,4776,5600,85.0
298,False,False,5356,5600,96.0
299,False,False,5201,5600,93.0
300,False,True,5600,5600,100.0
301,False,True,6400,6400,100.0
302,False,True,6150,6400,96.0
303,False,True,6292,6400,98.0
304,False,False,6092,6400,95.0
305,False,True,6292,6400,98.0
306,False,True,6400,6400,100.0
307,False,True,6400,6400,100.0
308,False,True,6400,6400,100.0
309,False,False,5564,6400,87.0
310,False,False,6281,6400,98.0
311,False,True,6266,6400,98.0
312,False,False,-2328,6100,-38.0
313,False,True,6100,6100,100.0
314,False,False,5360,6100,88.0
315,False,False,5979,6100,98.0
316,False,False,1800,6100,30.0
317,False,True,6100,6100,100.0
318,False,True,6100,6100,100.0
319,False,True,6100,6100,100.0
320,False,False,5928,6100,97.0
321,False,False,4509,6100,74.0
322,False,False,5276,6100,86.0
323,False,False,5326,6100,87.0
324,False,True,6100,6100,100.0
325,False,True,6100,6100,100.0
326,False,False,4875,6100,80.0
327,False,False,5742,6100,94.0
328,False,False,5836,6100,96.0
329,False,False,5700,6100,93.0
330,False,True,6100,6100,100.0
331,False,False,5267,6100,86.0
332,False,True,6100,6100,100.0
333,False,True,6100,6100,100.0
334,False,True,6100,6100,100.0
335,False,True,6100,6100,100.0
336,False,True,6100,6100,100.0
337,False,False,5454,6100,89.0
338,False,True,6100,6100,100.0
339,False,False,5509,6100,90.0
340,False,True,6280,6100,103.0
341,False,False,2400,6100,39.0
342,False,False,3369,6100,55.0
343,False,False,5938,6100,97.0
344,False,False,5176,5500,94.0
345,False,True,5500,5500,100.0
346,False,True,5416,5500,98.0
347,False,False,5020,5500,91.0
348,False,True,5500,5500,100.0
349,False,True,5309,5500,97.0
350,False,False,5234,5500,95.0
351,False,False,5456,5500,99.0
352,False,True,5292,5500,96.0
353,False,True,5500,5500,100.0
354,False,True,5500,5500,100.0
355,False,True,6100,6100,100.0
356,False,False,5126,6100,84.0
357,False,False,1505,6100,25.0
358,False,False,5850,6100,96.0
359,False,True,6100,6100,100.0
360,False,False,5530,6100,91.0
361,False,False,5221,6100,86.0
362,False,False,5118,6100,84.0
363,False,True,6100,6100,100.0
364,False,False,4466,6100,73.0
365,False,False,6077,6100,100.0
366,False,True,6036,6100,99.0
367,False,False,1300,6100,21.0
368,False,True,6100,6100,100.0
369,False,False,6189,6100,101.0
370,False,False,4212,6100,69.0
371,False,False,4958,6100,81.0
372,False,False,5171,6100,85.0
373,False,True,6100,6100,100.0
374,False,False,6084,6100,100.0
375,False,False,2238,6100,37.0
376,False,True,9100,9100,100.0
377,False,False,-2838,9100,-31.0
378,False,False,2850,9100,31.0
379,False,True,9100,9100,100.0
380,False,True,9100,9100,100.0
381,False,False,2850,9100,31.0
382,False,False,1900,9100,21.0
383,False,False,2850,9100,31.0
384,False,True,9100,9100,100.0
385,False,True,9100,9100,100.0
386,False,False,2850,9100,31.0
387,False,False,-3900,9100,-43.0
388,False,False,-3525,9100,-39.0
389,False,True,9100,9100,100.0
390,False,True,9100,9100,100.0
391,False,True,9100,9100,100.0
392,False,False,1900,9100,21.0
393,False,False,-3275,9100,-36.0
394,False,False,-3963,9100,-44.0
395,False,False,1900,9100,21.0
396,False,False,-3713,9100,-41.0
397,False,True,9100,9100,100.0
398,False,False,2850,9100,31.0
399,False,False,-3400,9100,-37.0
400,False,False,-2900,9100,-32.0
